Link ID,From Node,To Node,LENGTH,KIND,WIDTH,DIRECTION,ONEWAY,PATHPY
16248,10248,8646,0.044833,401,55,2,F,bei tu cheng xi lu
16249,10249,2016,0.02839,302,130,2,F,guo mao qiao
16250,10250,7128,0.30824,601,55,1,None,zhao feng jie
16251,10250,8503,0.18777,602,55,3,T,jin tong dong lu
16252,10251,1941,0.036431,301,55,2,F,you an men dong bin he lu
16253,10252,7657,0.043086,600,30,3,T,guang qu men qiao
16254,10252,6582,0.335485,601,30,3,T,guang qu men qiao
16255,10253,7017,0.447791,602,55,2,F,bei tu cheng dong lu
16256,10254,10795,0.085332,601,55,1,None,shuang yu shu yi jie
16257,10254,1923,0.14095,601,55,1,None,None
16258,10255,10691,0.158496,301,30,3,T,nan si huan xi lu fu lu
16259,10256,584,0.014117,604,55,2,F,None
16260,10256,2760,0.149732,602,55,3,T,fang zhuang nan lu
16261,10256,4371,0.162602,601,55,0,None,None
16262,10256,8207,0.012219,604,55,3,T,None
16263,10257,580,0.060069,601,55,3,T,None
16264,10258,1277,0.079081,601,30,2,F,gu lou wai da jie
16265,10258,1189,0.012047,604,30,1,None,None
16266,10259,8576,0.01018,604,55,2,F,None
16267,10259,3864,0.361688,602,55,2,F,su zhou jie
16268,10259,9699,0.007352,604,55,3,T,None
16269,10260,2218,0.041177,602,55,3,T,guang ming qiao
16270,10260,2062,0.239237,105,30,3,T,er huan
16271,10262,7330,0.153859,602,55,2,F,bei tu cheng dong lu
16272,10262,5147,0.033896,601,30,2,F,bei tu cheng dong lu
16273,10263,562,0.028157,301,55,2,F,dong san huan zhong lu fu lu
16274,10263,6591,0.020088,304,55,3,T,None
16275,10264,898,0.1236,302,130,3,T,fu xing men wai da jie
16276,10265,4624,0.087852,601,30,3,T,None
16277,10265,685,0.242625,602,55,2,F,chao yang men nei da jie
16278,10266,967,0.369825,601,55,1,None,wen ti lu
16279,10267,4298,0.056341,601,55,0,None,hua yuan jie
16280,10268,10260,0.111725,602,55,3,T,guang ming qiao
16281,10269,2528,0.443636,102,55,2,F,er huan
16282,10269,5497,0.072649,105,55,2,F,er huan
16283,10269,9397,0.121637,102,55,3,T,er huan
16284,10270,1690,0.156674,301,30,3,T,an ding men qiao
16285,10270,6076,0.103659,301,55,2,F,an ding men xi da jie
16286,10270,2718,0.405294,301,55,3,T,an ding men qiao
16287,10271,7386,0.236516,601,30,3,T,jian guo men wai da jie
16288,10271,4283,0.016099,604,55,3,T,None
16289,10271,3213,0.35555,601,30,2,F,jian guo men wai da jie
16290,10272,5437,0.179238,602,55,2,F,guang cai lu
16291,10273,2737,0.311956,402,55,2,F,zhu shi kou xi da jie
16292,10274,9766,0.297739,102,55,3,T,san huan
16293,10274,9335,0.074386,105,30,3,T,san huan
16294,10275,6301,0.19792,601,55,0,None,None
16295,10276,8986,0.111905,402,130,3,T,guang qu men wai da jie
16296,10277,864,0.009409,604,30,0,None,None
16297,10277,3231,0.074662,602,55,2,F,san li he lu
16298,10278,3776,0.446326,301,30,2,F,yu quan ying qiao
16299,10278,5425,0.062604,5,30,2,F,jing kai gao su gong lu
16300,10279,9915,0.154788,601,55,2,F,lan dian chang nan lu
16301,10280,458,0.121097,601,30,3,T,zhu shi kou xi da jie
16302,10281,1284,0.238181,601,30,2,F,chong wen men wai da jie
16303,10281,6078,0.016002,604,55,1,None,None
16304,10282,10285,0.138064,301,55,2,F,xi san huan nan lu fu lu
16305,10283,6270,0.084885,301,55,3,T,tong hui he bei lu
16306,10284,521,0.019908,304,55,2,F,None
16307,10284,4018,0.043793,304,55,3,T,None
16308,10284,5901,0.329295,602,55,2,F,zhong guan cun dong lu
16309,10285,467,0.181466,301,55,2,F,xi san huan nan lu fu lu
16310,10286,3257,0.020175,402,130,2,F,chao yang gong yuan nan lu
16311,10286,4103,0.013324,404,30,0,None,None
16312,10287,6858,0.00825,604,55,1,None,None
16313,10287,9677,0.075408,602,55,3,T,you an men wai da jie
16314,10288,5289,0.170662,602,30,3,T,an hua lu
16315,10288,4034,0.027158,604,30,0,None,None
16316,10290,885,0.183706,602,55,3,T,chao yang men nan xiao jie
16317,10291,6378,0.206996,601,30,2,F,tai yang gong zhong lu
16318,10292,10064,0.239277,601,55,0,None,shi fang xiao jie
16319,10292,5215,0.404426,601,55,1,None,feng sheng hu tong
16320,10293,784,0.078126,105,30,2,F,san huan
16321,10293,2579,1.046829,102,55,2,F,san huan
16322,10294,1130,0.030383,401,30,2,F,None
16323,10294,2484,0.363517,402,55,2,F,guang qu men nei da jie
16324,10295,6666,0.13504,301,130,2,F,lian hua chi dong lu
16325,10295,1326,0.636723,601,55,3,T,None
16326,10298,6695,0.14179,602,55,2,F,jin tong xi lu
16327,10299,10178,0.167251,601,30,2,F,chao yang lu
16328,10299,7098,0.028334,301,30,2,F,None
16329,10300,1699,0.213834,601,55,1,None,lu gou qiao lu
16330,10301,5619,0.018555,602,55,3,T,None
16331,10302,3929,0.195781,602,55,3,T,jing heng jie
16332,10302,1243,0.025429,602,55,2,F,heng hui lu
16333,10303,3196,0.149467,602,55,2,F,hua wei nan lu
16334,10304,2811,0.010997,304,55,2,F,None
16335,10305,10698,0.148264,601,30,2,F,xi cui lu
16336,10305,5269,0.035826,602,55,3,T,None
16337,10306,8299,0.213576,302,55,3,T,an ding men wai da jie
16338,10306,421,0.213203,601,55,1,None,an de li bei jie
16339,10307,10657,0.016573,404,130,2,F,None
16340,10307,538,0.016336,404,130,3,T,None
16341,10307,6595,0.324269,402,55,3,T,di an men xi da jie
16342,10308,5782,0.265093,602,30,3,T,de sheng men nei da jie
16343,10309,9416,0.035864,602,55,3,T,xi cui lu
16344,10309,9863,0.574275,601,55,1,None,None
16345,10310,2586,0.184394,601,55,1,None,gang gou jie
16346,10310,8663,0.144006,602,55,3,T,su zhou jie
16347,10311,7721,0.165627,601,55,1,None,jin song dong jie
16348,10311,971,0.186385,601,30,3,T,jin song lu
16349,10311,9142,0.230174,602,55,2,F,jin song lu
16350,10312,1086,0.129882,301,55,2,F,xi zhi men wai da jie
16351,10313,586,0.013896,304,55,2,F,None
16352,10313,7917,0.039758,304,55,3,T,None
16353,10314,9842,0.003997,601,30,2,F,None
16354,10315,4861,0.55768,601,55,1,None,yan jing li zhong jie
16355,10316,6984,0.505477,105,55,2,F,si huan
16356,10316,1332,0.410243,105,30,2,F,si huan
16357,10317,3948,0.31223,602,55,2,F,xing tan lu
16358,10317,7557,0.266161,602,55,3,T,xing tan lu
16359,10317,9063,0.01376,604,55,0,None,None
16360,10318,4295,0.045544,3,55,3,T,jing tong kuai su gong lu
16361,10319,8905,0.082942,301,30,3,T,dong si huan bei lu fu lu
16362,10320,6236,0.172991,601,55,1,None,pan jia yuan dong lu
16363,10320,8055,0.463242,601,55,1,None,pan jia yuan lu
16364,10321,7115,0.044368,401,30,3,T,None
16365,10322,34,0.264177,601,55,2,F,li ze lu
16366,10322,10349,0.464192,601,55,1,None,guan tou lu
16367,10323,6973,0.37887,602,55,2,F,wan feng lu
16368,10324,4253,0.108835,601,55,0,None,cai he fang xi xiao jie
16369,10324,6710,0.140223,601,55,0,None,hai dian xi jie
16370,10325,7899,0.28909,301,55,3,T,nan si huan zhong lu fu lu
16371,10325,2764,0.09014,105,30,2,F,si huan
16372,10326,758,0.009747,304,30,2,F,None
16373,10326,4911,0.042642,301,55,2,F,dong si huan zhong lu fu lu
16374,10327,7436,0.022916,401,30,3,T,cai shi kou da jie
16375,10328,10121,0.370294,102,55,2,F,xi zhi men bei da jie
16376,10328,4606,0.45082,102,130,3,T,er huan
16377,10329,6579,0.239272,105,30,3,T,er huan
16378,10329,5358,0.049276,402,55,3,T,guang qu men qiao
16379,10331,2160,0.022161,404,30,2,F,None
16380,10331,5347,0.021464,404,30,3,T,None
16381,10331,5884,0.153004,402,130,2,F,nong zhan guan nan lu
16382,10332,3202,0.081612,102,130,2,F,si huan
16383,10332,1844,0.054702,105,30,3,T,si huan
16384,10332,8109,0.773126,102,130,3,T,si huan
16385,10333,2128,0.725935,102,130,2,F,si huan
16386,10333,7957,0.835858,102,130,3,T,si huan
16387,10334,867,0.03035,301,55,3,T,bei si huan xi lu fu lu
16388,10334,3172,0.049849,304,30,1,None,None
16389,10334,2645,0.350194,301,55,2,F,bei si huan xi lu fu lu
16390,10335,7115,0.081512,402,130,2,F,luo ma shi da jie
16391,10337,7510,0.072837,602,55,2,F,cheng shou si lu
16392,10338,8491,0.075768,102,55,3,T,er huan
16393,10338,1390,0.136808,105,30,3,T,er huan
16394,10339,1582,0.009166,304,55,3,T,None
16395,10340,233,0.088851,602,55,2,F,liang ma qiao lu
16396,10340,4674,0.023309,601,30,2,F,liang ma qiao lu
16397,10341,6037,0.046967,301,55,2,F,dong si huan nan lu fu lu
16398,10342,6898,0.008921,301,55,2,F,dong san huan bei lu
16399,10343,5153,0.027486,600,30,2,F,hong ling jin qiao
16400,10343,446,0.142791,601,30,3,T,hong ling jin qiao
16401,10344,830,0.197131,602,55,2,F,jing heng jie
16402,10344,10302,0.012107,604,55,2,F,None
16403,10345,6872,0.008755,604,55,1,None,None
16404,10345,5835,0.322771,302,55,3,T,chao yang lu
16405,10346,7310,0.443524,601,55,1,None,None
16406,10347,10562,0.401996,301,55,2,F,fu cheng men bei da jie
16407,10347,3203,0.098638,301,55,3,T,fu cheng men bei da jie
16408,10348,896,0.409952,601,30,1,None,None
16409,10349,3964,0.274322,601,55,1,None,tai ping qiao lu
16410,10350,4035,0.028213,301,30,2,F,None
16411,10350,1590,0.214055,301,55,2,F,None
16412,10351,9996,0.115254,602,55,3,T,jin tong xi lu
16413,10351,6695,0.014966,604,55,0,None,None
16414,10352,10289,0.161641,301,55,2,F,jian xiang qiao
16415,10352,5413,0.075249,301,55,3,T,jian xiang qiao
16416,10353,578,0.140916,601,55,1,None,mao lin ju xi lu
16417,10354,10712,0.115824,602,30,2,F,dong hua shi da jie
16418,10354,4642,0.118249,601,30,2,F,dong hua shi da jie
16419,10355,79,0.168019,602,130,3,T,he ping li xi jie
16420,10356,5344,0.505366,601,30,3,T,bei tu cheng dong lu
16421,10357,436,0.07483,602,55,2,F,fu feng lu
16422,10357,7421,0.016734,601,55,1,None,None
16423,10357,3382,0.064496,602,55,3,T,fu feng lu
16424,10359,6649,0.25471,602,55,2,F,xi da wang lu
16425,10361,5137,0.87265,102,55,3,T,er huan
16426,10361,9396,0.406029,103,30,2,F,lian hua chi dong lu
16427,10362,7,0.11054,301,30,2,F,yao wa hu qiao
16428,10363,1999,0.125912,301,30,3,T,g si fu lu
16429,10364,703,0.228047,602,55,2,F,wan feng lu
16430,10365,7085,0.149211,402,55,2,F,guang an men wai da jie
16431,10366,8068,0.051124,105,30,2,F,er huan
16432,10366,1294,0.247754,102,55,2,F,er huan
16433,10367,3555,0.096612,301,55,2,F,bei san huan dong lu fu lu
16434,10367,5823,0.25477,601,130,1,None,ying hua yuan dong jie
16435,10368,4052,0.243181,602,55,2,F,xue yuan nan lu
16436,10369,8813,0.215431,602,55,2,F,guang ming lu
16437,10371,6938,0.250043,601,55,1,None,dong bai jie
16438,10372,6172,0.163727,301,55,2,F,g si fu lu
16439,10373,4490,0.405911,301,55,3,T,xi zhi men nan da jie
16440,10375,6067,0.13596,301,55,3,T,guang an men nan bin he lu
16441,10375,156,0.155666,301,55,2,F,guang an men nan bin he lu
16442,10376,7145,0.235971,601,55,1,None,fu you jie
16443,10377,7666,0.1045,402,130,2,F,cai shi kou da jie
16444,10377,3485,0.118832,602,55,3,T,kai yang lu
16445,10378,5510,0.361421,601,30,3,T,bei jing xi zhan nan lu
16446,10379,194,0.187451,402,55,2,F,zi zhu yuan lu
16447,10379,4996,0.660001,402,55,3,T,zi zhu yuan lu
16448,10380,2243,0.031124,301,30,3,T,nan si huan dong lu fu lu
16449,10381,5168,0.212562,602,55,3,T,lang jia yuan lu
16450,10381,5484,0.010604,604,55,2,F,None
16451,10381,7269,0.011714,604,55,3,T,None
16452,10382,840,0.080761,601,55,0,None,yi ju xi lu
16453,10382,164,0.188553,301,55,3,T,bei si huan dong lu fu lu
16454,10383,8986,0.014327,404,55,3,T,None
16455,10383,6079,0.013688,404,130,2,F,None
16456,10384,6097,0.074512,301,55,2,F,dong si huan nan lu fu lu
16457,10385,4697,0.01599,304,130,2,F,None
16458,10385,10411,0.017765,304,130,3,T,None
16459,10386,6333,0.024849,105,30,3,T,er huan
16460,10386,8462,0.097466,102,130,2,F,er huan
16461,10387,8493,0.050253,301,55,3,T,nan si huan xi lu fu lu
16462,10388,9129,0.011925,604,30,0,None,None
16463,10388,1436,0.145903,602,30,2,F,ma lian dao nan jie
16464,10389,5642,0.49517,601,55,1,None,sha tan bei jie
16465,10389,8490,0.208597,601,55,1,None,jing shan dong jie
16466,10390,6714,0.074616,301,55,3,T,dong si huan zhong lu fu lu
16467,10390,4453,0.014844,301,30,3,T,None
16468,10391,4561,0.602042,102,55,3,T,xi tu cheng lu
16469,10392,5362,0.019776,602,55,3,T,chang chun jie
16470,10392,877,0.016991,404,55,2,F,None
16471,10392,1590,0.015652,404,130,3,T,None
16472,10393,1981,0.031979,301,55,2,F,xi san huan bei lu fu lu
16473,10394,8642,0.026173,105,30,2,F,er huan
16474,10394,10251,0.358371,301,55,2,F,you an men dong bin he lu
16475,10394,2318,0.299987,301,55,3,T,you an men dong bin he lu
16476,10395,9646,0.015548,601,55,3,T,tian tan dong lu
16477,10396,1529,0.223014,102,130,2,F,si huan
16478,10397,3580,0.049242,601,55,1,None,xiao guan xi hou jie
16479,10398,6828,0.087446,601,55,2,F,None
16480,10398,5927,0.081501,601,55,3,T,None
16481,10399,5408,0.348456,601,55,1,None,da sha mao hu tong
16482,10399,1837,0.056206,601,55,2,F,chen guang jie
16483,10400,3563,0.01988,601,30,2,F,lan dian chang nan lu
16484,10400,7749,0.017919,301,30,3,T,None
16485,10401,8889,0.013903,604,55,1,None,None
16486,10401,10327,0.142569,601,30,3,T,cai shi kou da jie
16487,10402,5824,0.049594,105,30,2,F,tong hui he bei lu gao su gong lu
16488,10402,3300,0.443349,102,55,3,T,tong hui he bei lu gao su gong lu
16489,10403,6176,0.10193,302,55,2,F,an hui qiao
16490,10403,8193,0.186678,302,55,3,T,an hui qiao
16491,10404,10735,0.069951,602,55,3,T,tai ping qiao da jie
16492,10405,10113,0.136965,601,30,2,F,lan dian chang nan lu
16493,10406,1324,0.015943,604,130,2,F,None
16494,10406,3420,0.01334,604,130,3,T,None
16495,10406,3036,0.215035,602,55,2,F,bei jing zhan xi jie
16496,10407,3449,0.190588,201,30,3,T,None
16497,10407,7322,0.254402,202,55,2,F,xiang he yuan lu
16498,10408,10264,0.049984,601,55,0,None,None
16499,10408,10790,0.126556,601,55,1,None,None
16500,10409,4519,0.329706,601,30,1,None,bei xin qiao san tiao
16501,10409,9477,0.420408,601,30,1,None,bei xin qiao san tiao
16502,10409,9559,0.479109,601,30,3,T,hou yong kang hu tong
16503,10410,3985,0.011398,304,55,3,T,None
16504,10410,5762,0.232662,602,55,3,T,ling long lu
16505,10411,9395,0.01565,304,130,3,T,None
16506,10411,1469,0.134692,302,130,2,F,fu xing men nei da jie
16507,10411,5911,0.187563,402,130,3,T,xi dan bei da jie
16508,10412,2000,0.171922,601,55,1,None,guang yi jie
16509,10412,1626,0.11657,601,30,2,F,huai bai shu qian jie
16510,10413,1297,0.174851,601,30,3,T,dong huang cheng gen nan jie
16511,10414,8003,0.018533,602,30,3,T,zheng yi lu
16512,10415,9153,0.250522,102,130,3,T,er huan
16513,10415,4420,0.851444,102,55,2,F,er huan
16514,10415,2159,0.039616,103,55,2,F,er huan
16515,10416,7954,0.268326,402,55,2,F,xin jie kou wai da jie
16516,10417,728,0.026366,301,55,2,F,bei san huan dong lu
16517,10418,1222,0.342693,602,55,3,T,san li he dong lu
16518,10419,8427,0.157949,105,55,2,F,er huan
16519,10419,5814,0.210991,105,30,2,F,cai hu ying nan lu
16520,10420,9462,0.250612,301,55,3,T,de sheng men wai da jie
16521,10421,3630,0.142875,3,55,2,F,jing kai gao su gong lu
16522,10422,545,0.79114,601,55,1,None,guang an lu
16523,10423,2387,0.304752,601,55,1,None,None
16524,10424,4594,0.091924,301,55,3,T,dong da jie
16525,10424,9508,0.021335,304,55,2,F,None
16526,10424,9135,0.041321,304,55,3,T,None
16527,10425,10404,0.189767,602,55,3,T,tai ping qiao da jie
16528,10426,10240,0.203909,301,30,2,F,shi ba li dian qiao
16529,10427,173,0.42743,601,55,1,None,None
16530,10428,2468,0.025525,602,55,3,T,yuan da lu
16531,10429,560,0.225392,602,55,2,F,ying hua yuan xi jie
16532,10429,8724,0.416684,601,55,0,None,None
16533,10430,8995,0.085348,602,55,3,T,dong da jie
16534,10431,1432,0.126053,601,30,3,T,fu cheng men wai da jie
16535,10431,4097,0.026858,602,55,2,F,zhan lan guan lu
16536,10432,5556,0.023099,402,130,3,T,guang qu lu
16537,10433,3185,0.112098,601,55,1,None,None
16538,10433,7109,0.398252,601,55,1,None,None
16539,10434,3639,0.117353,102,55,3,T,er huan
16540,10435,6682,0.233769,301,30,3,T,dong san huan nan lu fu lu
16541,10436,8115,0.049253,301,30,2,F,tao ran qiao
16542,10437,7458,0.070909,105,30,2,F,si huan
16543,10437,4189,0.962814,102,130,3,T,si huan
16544,10438,6675,0.286307,602,130,3,T,yuan da lu
16545,10439,7811,0.160111,601,55,1,None,fu cheng lu bei yi jie
16546,10439,2623,0.330059,601,55,1,None,zeng guang lu
16547,10440,1256,0.212423,301,30,2,F,fu cheng men qiao
16548,10440,1066,0.097766,301,55,2,F,fu cheng men qiao
16549,10440,7247,0.186697,301,55,3,T,fu cheng men bei da jie
16550,10441,7743,0.262785,301,130,3,T,lan dian chang nan lu
16551,10442,5890,0.234014,601,55,1,None,san yuan li nan xiao jie
16552,10442,3607,0.191518,601,55,1,None,None
16553,10443,3276,0.43205,301,55,2,F,xi san huan zhong lu fu lu
16554,10443,10246,0.067734,301,55,3,T,xi san huan zhong lu fu lu
16555,10444,597,0.313467,102,130,3,T,er huan
16556,10446,3009,0.276931,402,55,2,F,xuan wu men dong da jie
16557,10446,6149,0.01177,404,30,0,None,None
16558,10446,6846,0.228515,402,55,3,T,xuan wu men dong da jie
16559,10447,9121,0.199708,601,55,1,None,hong ju nan jie
16560,10448,4446,0.071033,105,30,2,F,si huan
16561,10448,5334,0.028677,301,30,3,T,nan si huan zhong lu fu lu
16562,10449,5161,0.239994,601,55,1,None,min zu da xue xi lu
16563,10449,4243,0.568779,602,55,3,T,wan shou si lu
16564,10450,723,0.09101,601,55,0,None,jin cheng fang xi jie
16565,10450,3358,0.154137,602,55,3,T,jin rong da jie
16566,10451,1764,0.085832,602,55,3,T,xiao ying lu
16567,10452,3908,0.014709,300,130,3,T,dong si shi tiao qiao
16568,10453,9479,0.216717,105,55,2,F,san huan
16569,10453,4327,0.172027,102,130,2,F,san huan
16570,10454,8449,0.10901,402,130,3,T,chong wen men xi da jie
16571,10454,4321,0.139974,401,30,2,F,chong wen men wai da jie
16572,10455,1268,0.109552,601,55,1,None,None
16573,10455,10020,0.111483,301,55,3,T,jing kai lu
16574,10456,1612,0.177144,602,55,2,F,hui lin lu
16575,10456,2332,0.208186,601,55,0,None,guang hua bei yi jie
16576,10456,8279,0.177544,602,55,3,T,hui lin lu
16577,10457,1963,0.019092,601,30,2,F,None
16578,10457,4372,0.090067,601,30,3,T,chao yang bei lu
16579,10458,6448,0.297305,602,55,2,F,bing jiao kou hu tong
16580,10458,8929,0.056366,602,55,3,T,bing jiao kou hu tong
16581,10458,10187,0.012991,604,55,0,None,None
16582,10460,8503,0.013681,604,30,1,None,None
16583,10461,5632,0.013785,604,55,2,F,None
16584,10461,8313,0.472489,602,55,3,T,qi nian da jie
16585,10461,8798,0.129677,601,30,2,F,zhu shi kou dong da jie
16586,10462,1512,0.041209,301,55,3,T,wan quan he lu
16587,10462,5937,1.060802,601,30,2,F,None
16588,10464,9961,0.008926,604,55,0,None,None
16589,10464,5454,0.167396,602,30,2,F,lan dian chang lu
16590,10465,1267,0.27265,602,130,3,T,bei jing zhan dong jie
16591,10465,1638,0.229921,602,55,2,F,None
16592,10466,7766,0.134706,302,130,3,T,fu xing lu
16593,10467,760,0.317342,602,55,3,T,tai ping qiao da jie
16594,10467,8135,0.017899,604,55,3,T,None
16595,10468,10812,0.008446,604,30,1,None,None
16596,10468,965,0.068454,602,55,3,T,lan dian chang lu
16597,10469,6884,0.13212,602,55,2,F,wai jiao bu nan jie
16598,10470,786,0.120039,601,55,1,None,xing hua lu
16599,10470,9787,0.161068,601,55,1,None,xiao huang zhuang lu
16600,10471,8806,0.044264,304,30,1,None,None
16601,10471,2111,0.037227,301,55,2,F,an ding men dong da jie
16602,10472,6337,0.18983,601,30,1,None,si dao kou lu
16603,10473,4783,0.307996,601,55,3,T,xi bian men dong jie
16604,10474,3216,0.088376,602,55,3,T,shan yuan jie
16605,10474,10653,0.01011,604,55,3,T,None
16606,10475,3803,0.020601,601,30,1,None,None
16607,10475,8348,0.023329,601,30,1,None,None
16608,10476,490,0.186193,602,55,3,T,chao yang men nei da jie
16609,10477,9692,0.313114,602,55,2,F,lao ying fang lu
16610,10478,10445,0.043511,301,55,2,F,bei san huan dong lu fu lu
16611,10478,4174,0.492896,601,55,1,None,None
16612,10479,9640,0.072173,602,55,3,T,cai he fang lu
16613,10479,9374,0.175443,601,55,0,None,None
16614,10480,10643,0.159966,301,55,2,F,lan dian chang bei lu
16615,10481,5649,0.164749,301,30,2,F,None
16616,10481,7868,0.243006,602,55,3,T,None
16617,10482,3942,0.048755,105,30,2,F,si huan
16618,10482,4119,0.097817,301,55,3,T,xi si huan bei lu fu lu
16619,10483,10752,0.262041,602,55,2,F,xi da wang lu
16620,10483,10662,0.030302,601,30,2,F,None
16621,10484,6304,0.106703,602,55,2,F,bei feng wo lu
16622,10484,4047,0.011463,604,30,1,None,None
16623,10485,3540,0.196093,601,55,1,None,er long lu
16624,10485,3558,0.16547,601,55,1,None,pi ku hu tong
16625,10486,9700,0.285465,602,130,2,F,xi da wang lu
16626,10486,804,0.04375,601,30,2,F,None
16627,10487,1529,0.697437,102,55,3,T,si huan
16628,10490,5752,1.063084,102,55,3,T,san huan
16629,10490,4148,0.093618,105,30,3,T,san huan
16630,10490,7006,0.125363,102,55,2,F,san huan
16631,10491,6622,0.009745,604,55,0,None,None
16632,10491,4479,0.277035,602,55,2,F,lao ying fang lu
16633,10492,27,0.288242,301,55,2,F,an ding men dong da jie
16634,10493,8442,0.0701,601,55,3,T,bei wa lu
16635,10494,8649,0.024456,302,130,3,T,fu xing men nei da jie
16636,10494,4738,0.173842,302,130,2,F,fu xing men nei da jie
16637,10494,9703,0.03176,601,30,3,T,None
16638,10495,8886,0.124382,601,30,3,T,guang qu men wai da jie
16639,10496,9818,0.050749,304,55,3,T,None
16640,10496,6559,0.012214,304,130,2,F,None
16641,10497,6996,0.046359,304,55,2,F,None
16642,10498,2649,0.280674,103,30,3,T,lian hua chi dong lu
16643,10498,124,0.121017,102,130,3,T,lian hua chi xi lu
16644,10499,597,0.032664,105,30,2,F,er huan
16645,10499,2429,0.06733,301,55,3,T,tao ran qiao
16646,10500,7332,0.203586,602,30,3,T,zheng yi lu
16647,10500,9988,0.031717,604,30,3,T,None
16648,10501,10308,0.29251,602,30,3,T,de sheng men nei da jie
16649,10502,10694,0.009509,301,55,2,F,lian hua chi xi lu
16650,10503,955,0.50448,602,55,2,F,yu ting qiao
16651,10504,10192,0.072862,601,55,2,F,zuo jia zhuang dong jie
16652,10504,1144,0.068774,602,55,2,F,xiang he yuan lu
16653,10505,1503,0.242977,301,55,2,F,fu cheng men qiao
16654,10506,3261,0.103386,601,55,1,None,None
16655,10508,9774,0.268287,301,55,2,F,dong san huan bei lu
16656,10509,2977,0.137351,602,55,2,F,zhong guan cun dong lu
16657,10509,8742,0.053838,304,55,3,T,None
16658,10509,4942,0.137764,301,55,3,T,bei si huan xi lu fu lu
16659,10510,536,0.07873,301,30,2,F,xi zhi men qiao
16660,10511,530,0.265297,601,30,2,F,yang fang dian lu
16661,10511,3907,0.319891,602,55,2,F,yang fang dian lu
16662,10512,9811,0.126773,601,55,1,None,lian hua chi dong lu
16663,10513,203,0.011829,404,55,3,T,None
16664,10513,10030,0.01445,402,55,2,F,qi nian da jie
16665,10514,9585,0.010092,604,30,1,None,None
16666,10514,8634,0.021432,602,55,3,T,jin tong dong lu
16667,10515,9189,0.07527,602,55,3,T,dong tu cheng lu
16668,10515,599,0.057725,601,55,3,T,xi ba he nan lu
16669,10516,8893,0.080099,105,30,3,T,san huan
16670,10516,8455,0.477289,102,55,3,T,san huan
16671,10517,5257,1.127982,302,55,3,T,fu cheng lu
16672,10517,4907,0.047559,301,30,3,T,None
16673,10518,7435,0.355691,601,30,0,None,None
16674,10518,8909,0.142255,602,55,3,T,yue ge zhuang dong lu
16675,10519,9159,0.1166,301,55,3,T,dong si huan bei lu fu lu
16676,10520,6826,0.012783,301,55,3,T,xi si huan nan lu fu lu
16677,10520,7219,0.059219,304,55,1,None,None
16678,10521,6687,0.058586,601,30,3,T,lan dian chang nan lu
16679,10521,7517,0.037228,301,30,2,F,None
16680,10521,2149,0.133739,601,30,3,T,None
16681,10522,7916,0.027878,301,55,3,T,dong si huan zhong lu fu lu
16682,10522,300,0.148307,601,30,2,F,dong si huan zhong lu fu lu
16683,10523,5303,0.014705,301,55,2,F,bei san huan xi lu fu lu
16684,10524,3952,0.012662,602,55,3,T,dong da jie
16685,10525,8917,0.011175,304,55,3,T,None
16686,10525,10725,0.453471,302,55,3,T,chao yang men wai da jie
16687,10526,2317,0.150009,601,55,1,None,ke xue yuan nan lu
16688,10527,6057,0.268439,105,55,2,F,xue yuan lu
16689,10527,4356,0.037662,105,30,3,T,xue yuan lu
16690,10528,7549,0.069118,301,55,2,F,bei si huan dong lu fu lu
16691,10528,3959,0.059355,301,55,3,T,bei si huan dong lu fu lu
16692,10529,10373,0.031264,105,30,3,T,er huan
16693,10530,3834,0.083522,601,55,2,F,jin gou he lu
16694,10530,6882,0.079059,602,55,2,F,xi cui lu
16695,10531,5872,0.041493,601,30,2,F,luo ma shi da jie
16696,10532,6602,0.073183,301,55,2,F,dong san huan zhong lu fu lu
16697,10532,7763,0.069098,105,30,2,F,san huan
16698,10533,9451,0.014771,404,130,2,F,None
16699,10534,3896,0.114257,602,55,2,F,zhen guo si bei jie
16700,10534,1945,0.277826,601,55,1,None,None
16701,10535,1000,0.155352,602,55,2,F,jin song lu
16702,10535,9142,0.212309,601,30,3,T,jin song lu
16703,10536,9464,0.203038,602,55,3,T,zi fang lu
16704,10536,3745,0.012077,604,55,2,F,None
16705,10536,5234,0.2861,602,55,2,F,fang zhuang lu
16706,10537,4930,0.350891,301,55,3,T,chang ping lu
16707,10537,4943,0.072353,301,30,2,F,bei tu cheng xi lu
16708,10538,210,0.018657,304,130,2,F,None
16709,10538,1366,0.174526,302,130,2,F,fu xing men nei da jie
16710,10539,2075,0.039807,301,55,3,T,bei si huan zhong lu fu lu
16711,10540,8391,0.200312,602,130,2,F,xi da wang lu
16712,10542,5016,0.393267,601,55,2,F,yong ding men nei da jie
16713,10542,9453,0.214831,601,55,1,None,None
16714,10542,8558,0.01662,601,55,1,None,None
16715,10543,6459,0.025649,601,55,1,None,None
16716,10543,245,0.074041,302,130,2,F,fu cheng lu
16717,10543,718,0.137058,302,130,3,T,fu cheng lu
16718,10544,4830,0.089549,602,55,2,F,ma jia pu xi lu
16719,10545,7539,0.07739,301,55,2,F,xi san huan zhong lu fu lu
16720,10546,8476,0.316424,402,130,3,T,qian men xi da jie
16721,10546,8126,0.282111,601,30,2,F,None
16722,10548,7554,0.012211,604,55,1,None,None
